[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1145055168
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:45][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:46][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:47][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:48][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
[SYS: 2025-02-07 15:56:49][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885866368
