[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1144921424
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:56:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:01][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:02][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
[SYS: 2025-02-15 20:57:03][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-955421872
