[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=987791728
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
[SYS: 2025-02-14 18:36:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=1676590784
